gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,average_score,target,average score,score variance,strongest subject,weakest subject,parent_education_level,is_test_prepared,is_lunch_free,study_hours_per_week,attendance_rate,internet_access,school_support,past_failures,risk_factor,final_prediction_score
male,group D,some high school,standard,none,75,74,69,72.66666666666667,Pass,72.66666666666667,10.333333333333332,math score,writing score,1,0,0,4.792573802435621,80.83028466750208,1,0,1,3.3833943066499583,0.620251919516312
male,group C,associate's degree,standard,none,85,76,71,77.33333333333333,Pass,77.33333333333333,50.33333333333333,math score,writing score,4,0,0,5.6564754039987,84.25692726673815,1,0,0,0.8148614546652371,0.7959552600057409
male,group E,associate's degree,standard,none,89,76,74,79.66666666666667,Pass,79.66666666666667,66.33333333333334,math score,writing score,4,0,0,7.169382888195324,85.40229811206046,1,1,0,0.2919540377587908,0.8414083056190849
female,group B,high school,standard,completed,58,70,68,65.33333333333333,Pass,65.33333333333333,41.333333333333336,reading score,math score,2,1,0,11.593054678054946,91.40305675601263,1,1,0,0.1719388648797474,0.7477583873425679
female,group B,high school,standard,none,65,64,62,63.66666666666666,Pass,63.666666666666664,2.333333333333333,math score,writing score,2,0,0,5.044665521013714,82.86886607750688,0,0,2,3.8426226784498625,0.5316783712642253
male,group C,high school,standard,none,68,60,53,60.333333333333336,Pass,60.333333333333336,56.333333333333336,math score,writing score,2,0,0,4.3657544657208325,82.37817530749646,1,1,0,1.3524364938500708,0.647018735940758
male,group A,some high school,standard,completed,47,49,49,48.333333333333336,Fail,48.333333333333336,1.3333333333333335,reading score,math score,1,1,0,11.016123087059604,91.32327321268004,0,0,2,3.1735345357463993,0.46160527478268154
female,group D,some college,free/reduced,none,71,83,83,79.0,Pass,79.0,48.0,reading score,math score,3,0,1,9.261448372660734,83.16857207789003,0,0,0,1.3366285584421993,0.7785657162460062
female,group B,some high school,standard,completed,60,70,70,66.66666666666667,Pass,66.66666666666667,33.33333333333333,reading score,math score,1,1,0,15.296268882687981,91.27951670142406,1,1,0,0.6744096659715189,0.7291100843788649
male,group D,master's degree,standard,none,80,80,72,77.33333333333333,Pass,77.33333333333333,21.333333333333332,math score,writing score,6,0,0,12.110080761696663,83.0972023840368,1,0,0,0.0,0.8413333333333333
male,group D,high school,standard,none,54,52,52,52.66666666666666,Fail,52.666666666666664,1.3333333333333335,math score,reading score,2,0,0,4.975275548060173,82.63676084955907,1,0,1,2.8472647830088187,0.510107945589934
female,group E,some college,standard,none,62,73,70,68.33333333333333,Pass,68.33333333333333,32.333333333333336,reading score,math score,3,0,0,5.04917035458816,81.6204165772561,1,0,0,1.3675916684548781,0.7021747733007629
female,group C,associate's degree,free/reduced,none,64,73,68,68.33333333333333,Pass,68.33333333333333,20.333333333333332,reading score,math score,4,0,1,12.232032163772708,85.55965350545145,1,1,2,2.288806929890971,0.6508740602229577
male,group C,associate's degree,standard,completed,78,77,77,77.33333333333333,Pass,77.33333333333333,0.3333333333333333,math score,reading score,4,1,0,17.001937293813477,95.96785098895458,1,1,2,1.0806429802209083,0.7811543960223788
female,group B,some college,standard,none,70,75,78,74.33333333333333,Pass,74.33333333333333,16.333333333333332,writing score,math score,3,0,0,2.8382683597352525,82.38220238653034,1,0,2,3.3523559522693933,0.6336470526762523
female,group C,master's degree,free/reduced,completed,65,81,81,75.66666666666667,Pass,75.66666666666667,85.33333333333334,reading score,math score,6,1,1,22.58090902068205,94.26191133771476,1,0,0,0.0,0.8296666666666666
female,group C,some high school,free/reduced,completed,64,79,77,73.33333333333333,Pass,73.33333333333333,66.33333333333334,reading score,math score,1,1,1,12.362041064838206,91.26536336385804,1,0,1,2.174692732722839,0.6922288612473138
male,group C,some college,standard,completed,79,79,78,78.66666666666667,Pass,78.66666666666667,0.3333333333333333,math score,writing score,3,1,0,16.899252129956714,92.25907902276076,1,0,1,1.1548184195447848,0.786357041242445
female,group C,some high school,free/reduced,none,44,50,51,48.333333333333336,Fail,48.333333333333336,14.333333333333336,writing score,math score,1,0,1,5.0051601880453385,81.3655623831722,1,0,0,2.372688752336556,0.5062028422287878
female,group E,high school,standard,none,99,93,90,94.0,Pass,94.0,21.0,math score,writing score,2,0,0,3.008272727271585,81.20568518431496,0,1,1,2.375886296313701,0.8256914437971086
male,group D,high school,standard,none,76,73,68,72.33333333333333,Pass,72.33333333333333,16.333333333333332,math score,writing score,2,0,0,5.849576929486528,81.25191039275872,1,0,0,1.8749617921448256,0.7019203031141831
male,group D,some high school,free/reduced,none,59,42,41,47.333333333333336,Fail,47.333333333333336,102.33333333333334,math score,writing score,1,0,1,3.9856502640254847,81.47915155510061,1,0,0,2.3704169688979877,0.4993293534962794
female,group C,bachelor's degree,standard,none,63,75,81,73.0,Pass,73.0,84.0,writing score,math score,5,0,0,7.4433472626217325,85.86919449135002,1,0,0,0.2826161101729997,0.7952616502504
female,group D,high school,standard,none,69,72,77,72.66666666666667,Pass,72.66666666666667,16.333333333333332,writing score,math score,2,0,0,4.415744184454187,82.69377444885791,0,0,0,1.846124511022842,0.7058595293877578
female,group D,associate's degree,standard,completed,88,92,95,91.66666666666669,Pass,91.66666666666667,12.333333333333332,writing score,math score,4,1,0,15.144671310418827,93.29731750940607,1,1,0,0.0,0.9416666666666667
female,group E,some college,free/reduced,none,71,76,70,72.33333333333333,Pass,72.33333333333333,10.333333333333332,reading score,writing score,3,0,1,8.27261708971401,83.52945124856181,1,0,0,1.3294109750287637,0.7323009829724432
male,group C,bachelor's degree,standard,none,69,63,61,64.33333333333333,Pass,64.33333333333333,17.333333333333332,math score,writing score,5,0,0,12.575951785024008,85.47120913654298,1,0,1,1.2905758172691404,0.6784636385090568
male,group C,some college,standard,none,58,49,42,49.66666666666666,Fail,49.666666666666664,64.33333333333334,math score,writing score,3,0,0,6.926478617247213,83.30945036036884,0,0,0,1.3338109927926232,0.5733892877459053
female,group D,associate's degree,free/reduced,none,47,53,58,52.66666666666666,Fail,52.666666666666664,30.333333333333336,writing score,math score,4,0,1,5.139666391493231,84.73012983815089,1,0,0,0.8053974032369823,0.623815628232219
female,group D,some college,standard,none,65,70,71,68.66666666666667,Pass,68.66666666666667,10.333333333333332,writing score,math score,3,0,0,6.059539742945821,83.2260775193873,1,0,0,1.3354784496122538,0.7062964302700748
male,group B,some college,standard,completed,88,85,76,83.0,Pass,83.0,39.0,math score,writing score,3,1,0,15.26938330901007,92.787187107908,1,0,0,0.14425625784184007,0.8729666453618175
male,group C,bachelor's degree,standard,none,83,78,73,78.0,Pass,78.0,25.0,math score,writing score,5,0,0,8.768467155214577,83.87961347190273,1,0,1,1.3224077305619455,0.7723576469068991
female,group C,some high school,standard,completed,85,92,93,90.0,Pass,90.0,19.0,writing score,math score,1,1,0,15.73715744409429,91.26858133091321,1,0,0,1.174628373381736,0.8645871961978066
female,group E,high school,standard,completed,59,63,75,65.66666666666667,Pass,65.66666666666667,69.33333333333334,writing score,math score,2,1,0,13.044090049918125,91.45254486000637,1,0,1,1.6709491027998726,0.6666147122768522
female,group C,some high school,free/reduced,none,65,86,80,77.0,Pass,77.0,117.0,reading score,math score,1,0,1,4.262337059154228,81.19235430615441,0,0,0,2.3761529138769117,0.70667659637579
male,group B,bachelor's degree,free/reduced,none,73,56,57,62.0,Pass,62.0,91.0,math score,reading score,5,0,1,9.189800132347697,83.66666411324664,0,1,1,0.8266667177350673,0.6879645141881535
male,group D,high school,standard,none,53,52,42,49.0,Fail,49.0,37.0,math score,writing score,2,0,0,3.4077341759916857,82.2506603399089,1,0,0,1.8549867932018218,0.5396993392045901
male,group D,high school,standard,none,45,48,46,46.333333333333336,Fail,46.333333333333336,2.333333333333333,reading score,math score,2,0,0,4.1699655112838006,82.49415653425805,1,0,0,1.8501168693148389,0.5213038692695618
female,group D,bachelor's degree,free/reduced,none,73,79,84,78.66666666666667,Pass,78.66666666666667,30.333333333333332,writing score,math score,5,0,1,12.464381094768848,83.59356944453269,0,0,1,1.3281286111093462,0.7767057286957414
female,group D,some college,free/reduced,completed,70,78,78,75.33333333333333,Pass,75.33333333333333,21.333333333333332,reading score,math score,3,1,1,14.478256946398497,91.67982990258392,1,0,0,0.16640340194832162,0.8180666466685751
female,group B,some high school,standard,none,37,46,46,43.0,Fail,43.0,27.0,reading score,math score,1,0,0,2.642601007436638,80.63097374299417,1,1,1,2.8873805251401166,0.44020731009629344
male,group B,associate's degree,standard,completed,81,82,82,81.66666666666667,Pass,81.66666666666667,0.3333333333333333,reading score,math score,4,1,0,11.895419387091335,94.4239878690841,0,0,1,0.6115202426183179,0.8376122758840748
male,group E,associate's degree,standard,completed,97,82,88,89.0,Pass,89.0,57.0,math score,reading score,4,1,0,14.807409573004836,95.39778562490294,1,1,0,0.0,0.923
female,group B,some high school,standard,none,67,89,82,79.33333333333333,Pass,79.33333333333333,126.33333333333334,reading score,math score,1,0,0,3.5024567774117763,80.54499682123543,0,0,0,2.3891000635752917,0.7222889277461113
male,group B,bachelor's degree,free/reduced,none,88,75,76,79.66666666666667,Pass,79.66666666666667,52.33333333333334,math score,reading score,5,0,1,6.144073289873674,86.17075629520824,0,0,0,0.2765848740958353,0.8422641848997754
male,group E,some high school,standard,completed,77,76,77,76.66666666666667,Pass,76.66666666666667,0.3333333333333333,math score,reading score,1,1,0,12.600525525581078,90.84131864595005,0,1,2,2.6831736270809987,0.6872458677035295
male,group C,associate's degree,standard,none,76,70,68,71.33333333333333,Pass,71.33333333333333,17.333333333333332,math score,writing score,4,0,0,10.516056872859508,83.9141134796781,1,0,1,1.821717730406438,0.6978853629093061
male,group D,some high school,standard,none,86,73,70,76.33333333333333,Pass,76.33333333333333,72.33333333333334,math score,writing score,1,0,0,5.725357809498191,81.42885954984557,0,0,0,2.3714228090030884,0.7022733401877792
male,group C,some high school,standard,completed,63,60,57,60.0,Pass,60.0,9.0,math score,writing score,1,1,0,12.403553172906653,90.83197150473585,0,0,0,1.1833605699052832,0.654100916902243
female,group E,bachelor's degree,standard,none,65,73,75,71.0,Pass,71.0,28.0,writing score,math score,5,0,0,10.787961214488178,84.82668466969743,1,1,0,0.0,0.7969999999999999
male,group D,high school,free/reduced,completed,78,77,80,78.33333333333333,Pass,78.33333333333333,2.3333333333333335,writing score,reading score,2,1,1,14.965415923921093,91.02736482952136,1,0,1,1.6794527034095728,0.7548078297164615
male,group B,associate's degree,free/reduced,none,67,62,60,63.0,Pass,63.0,13.0,math score,writing score,4,0,1,8.324734798883473,82.32639488001935,1,1,0,0.353472102399613,0.7213158157867001
male,group A,some high school,standard,completed,46,41,43,43.333333333333336,Fail,43.333333333333336,6.333333333333333,math score,reading score,1,1,0,16.17713621324907,90.75859159113479,1,0,0,1.1848281681773043,0.5373525224993803
male,group E,associate's degree,standard,completed,71,74,68,71.0,Pass,71.0,9.0,reading score,writing score,4,1,0,19.435648546322348,92.1114089632843,0,1,2,1.157771820734314,0.7325259053215549
male,group C,high school,free/reduced,completed,40,46,50,45.333333333333336,Fail,45.333333333333336,25.333333333333336,writing score,math score,2,1,1,17.543566644285963,92.2627506520965,1,0,0,0.65474498695807,0.580871839346895
male,group D,associate's degree,free/reduced,none,90,87,75,84.0,Pass,84.0,63.0,math score,writing score,4,0,1,7.140315310632209,83.7055934272065,1,1,0,0.32588813145587014,0.8698519142841628
male,group A,some college,free/reduced,completed,81,78,81,80.0,Pass,80.0,3.0,math score,reading score,3,1,1,14.891821915414202,93.14443560818407,1,0,3,3.1371112878363188,0.6853002823470922
male,group D,some high school,free/reduced,none,56,54,52,54.0,Fail,54.0,4.0,math score,writing score,1,0,1,2.9979605474538484,80.67464718589633,1,1,1,2.886507056282073,0.5172559519036372
female,group C,associate's degree,standard,completed,67,84,81,77.33333333333333,Pass,77.33333333333333,82.33333333333334,reading score,math score,4,1,0,18.760696424903355,93.18372811774647,1,0,0,0.0,0.8413333333333333
male,group B,associate's degree,standard,none,80,76,64,73.33333333333333,Pass,73.33333333333333,69.33333333333334,math score,writing score,4,0,0,6.738709887266005,84.6552978994109,0,0,0,0.806894042011782,0.7683989499527247
female,group C,associate's degree,standard,completed,74,75,83,77.33333333333333,Pass,77.33333333333333,24.333333333333332,writing score,math score,4,1,0,21.026883988996477,95.8612108945216,1,0,0,0.0,0.8413333333333333
male,group A,some college,standard,none,69,67,69,68.33333333333333,Pass,68.33333333333333,1.3333333333333335,math score,reading score,3,0,0,8.262216583318805,81.65125032080662,0,0,0,1.3669749935838675,0.7022091147429256
male,group E,some college,standard,completed,99,87,81,89.0,Pass,89.0,84.0,math score,writing score,3,1,0,19.704324586766724,94.1711529625658,1,0,2,2.116576940748684,0.8051318850328452
male,group C,some high school,standard,none,51,52,44,49.0,Fail,49.0,19.0,reading score,writing score,1,0,0,3.3122438829575103,81.07688120131121,1,1,0,1.8784623759737755,0.53839202897371
female,group B,associate's degree,free/reduced,none,53,71,67,63.66666666666666,Pass,63.666666666666664,89.33333333333333,reading score,math score,4,0,1,10.706296780143706,84.25567826702249,1,1,1,1.3148864346595501,0.6724431601333378
female,group D,high school,free/reduced,none,49,57,52,52.66666666666666,Fail,52.666666666666664,16.333333333333336,reading score,math score,2,0,1,6.362353658753789,82.00055707041552,1,0,2,3.8599888585916897,0.45371128196163985
female,group B,associate's degree,standard,none,73,76,80,76.33333333333333,Pass,76.33333333333333,12.333333333333332,writing score,math score,4,0,0,7.629278456952521,82.27757634361673,1,1,0,0.35444847312766536,0.8145947769046848
male,group B,bachelor's degree,standard,none,66,60,57,61.0,Pass,61.0,21.0,math score,writing score,5,0,0,13.33962710391304,82.94938425868081,1,0,0,0.34101231482638383,0.7080096774866336
male,group D,bachelor's degree,standard,completed,67,61,68,65.33333333333333,Pass,65.33333333333333,14.333333333333332,writing score,reading score,5,1,0,24.856422329710746,95.50456002829543,1,0,0,0.0,0.7573333333333333
female,group C,associate's degree,free/reduced,completed,68,67,69,68.0,Pass,68.0,1.0,writing score,reading score,4,1,1,21.240382973796393,93.36383428574223,1,1,2,1.1327233142851554,0.712920808658667
female,group C,bachelor's degree,standard,completed,59,64,75,66.0,Pass,66.0,67.0,writing score,math score,5,1,0,22.80276341597157,97.0863403328884,1,0,1,0.05827319334223202,0.758754877500491
male,group C,high school,standard,none,71,66,65,67.33333333333333,Pass,67.33333333333333,10.333333333333332,math score,writing score,2,0,0,4.109750378264296,81.81318107471894,1,1,0,1.3637363785056211,0.6953894670122092
female,group D,master's degree,standard,completed,77,82,91,83.33333333333333,Pass,83.33333333333333,50.33333333333333,writing score,math score,6,1,0,20.00750545383342,93.85968875221585,1,0,1,0.0,0.8833333333333333
male,group C,associate's degree,standard,none,83,72,78,77.66666666666667,Pass,77.66666666666667,30.333333333333332,math score,reading score,4,0,0,6.772297404743741,84.85887533400815,1,0,0,0.8028224933198371,0.7989590200325837
male,group B,bachelor's degree,standard,none,63,71,69,67.66666666666667,Pass,67.66666666666667,17.333333333333332,reading score,math score,5,0,0,7.417917740655762,83.96676710720504,1,0,2,2.3206646578558994,0.6444332977178312
female,group D,associate's degree,free/reduced,none,56,65,63,61.333333333333336,Pass,61.333333333333336,22.333333333333336,reading score,math score,4,0,1,6.525903161057413,84.10188122942357,1,0,0,0.8179623754115286,0.683782575670014
female,group C,high school,free/reduced,completed,67,79,84,76.66666666666667,Pass,76.66666666666667,76.33333333333334,writing score,math score,2,1,1,15.69014308550277,92.39566557101034,0,0,0,0.6520866885797931,0.8003532082242406
female,group E,high school,standard,none,75,86,79,80.0,Pass,80.0,31.0,reading score,math score,2,0,0,6.308629257868844,82.80052822240414,1,1,2,3.3439894355519173,0.6737796346306388
female,group C,some college,standard,none,71,81,80,77.33333333333333,Pass,77.33333333333333,30.333333333333332,reading score,math score,3,0,0,6.852024699063249,83.87657358440502,1,1,0,0.8224685283118995,0.7955316366477205
female,group C,some high school,free/reduced,none,43,53,53,49.66666666666666,Fail,49.666666666666664,33.333333333333336,reading score,math score,1,0,1,5.417743255260638,81.17636106787272,1,1,0,1.8764727786425457,0.5431694925041528
female,group C,high school,free/reduced,none,41,46,43,43.333333333333336,Fail,43.333333333333336,6.333333333333333,reading score,math score,2,0,1,5.058878395981074,82.35926636479029,1,0,0,1.8528146727041943,0.5001536337671648
female,group C,some college,standard,none,82,90,94,88.66666666666667,Pass,88.66666666666667,37.33333333333333,writing score,math score,3,0,0,4.205541806061706,84.33777393209625,1,0,0,1.313244521358075,0.8475345951395779
male,group C,some college,standard,none,61,61,62,61.333333333333336,Pass,61.333333333333336,0.33333333333333337,writing score,math score,3,0,0,3.999296033132554,82.3874722924896,1,0,0,1.352250554150208,0.6540290905664267
male,group A,some college,free/reduced,none,28,23,19,23.33333333333333,Fail,23.333333333333332,20.333333333333336,math score,writing score,3,0,1,5.896768963943176,81.50333628258856,1,0,2,3.3699332743482286,0.27566820528369307
male,group C,associate's degree,standard,completed,82,75,77,78.0,Pass,78.0,13.0,math score,reading score,4,1,0,17.524387905987872,93.0878182375928,1,0,0,0.0,0.8459999999999999
female,group B,some high school,standard,none,41,55,51,49.0,Fail,49.0,52.0,reading score,math score,1,0,0,4.649066475741246,80.71789137962675,1,1,0,1.885642172407465,0.5379921998651176
male,group C,high school,standard,none,71,60,61,64.0,Pass,64.0,37.0,math score,reading score,2,0,0,6.236783884679515,82.323669170228,0,0,1,2.85352661659544,0.5890925694070275
male,group C,associate's degree,standard,none,47,37,35,39.66666666666666,Fail,39.666666666666664,41.333333333333336,math score,writing score,4,0,0,10.365924451536568,84.53484639906212,0,0,0,0.8093030720187576,0.5325981290201041
male,group E,associate's degree,standard,completed,62,56,53,57.0,Fail,57.0,21.0,math score,writing score,4,1,0,16.20684962784623,94.3738455308189,1,0,0,0.0,0.699
male,group B,associate's degree,standard,none,90,78,81,83.0,Pass,83.0,39.0,math score,reading score,4,0,0,10.624423072893295,82.06497377283782,1,0,1,1.8587005245432437,0.7774925286208213
female,group C,bachelor's degree,standard,none,83,93,95,90.33333333333331,Pass,90.33333333333333,41.33333333333333,writing score,math score,5,0,0,10.762051806525065,86.14389027225323,1,0,2,2.277122194554935,0.8055247607486196
female,group B,some college,free/reduced,none,61,68,66,65.0,Pass,65.0,13.0,reading score,math score,3,0,1,6.569576059429507,82.47059123745647,0,1,1,1.8505881752508704,0.651944289811562
male,group D,some high school,standard,completed,76,70,69,71.66666666666667,Pass,71.66666666666667,14.333333333333332,math score,writing score,1,1,0,12.042969996025718,91.16505598900663,1,0,1,2.1766988802198677,0.6804504760698439
male,group C,associate's degree,standard,none,49,51,43,47.66666666666666,Fail,47.666666666666664,17.333333333333336,reading score,writing score,4,0,0,7.444834314204703,84.22631371400861,1,1,0,0.3154737257198278,0.6160985392547198
female,group B,some high school,free/reduced,none,24,38,27,29.666666666666668,Fail,29.666666666666668,54.33333333333333,reading score,math score,1,0,1,3.3129747493575623,80.8427309254279,1,0,2,4.383145381491442,0.26357769744609044
female,group D,some high school,free/reduced,completed,35,55,60,50.0,Fail,50.0,175.0,writing score,math score,1,1,1,11.797437866106346,90.63457626710411,0,0,0,1.187308474657918,0.5838810656498249
male,group C,high school,free/reduced,none,58,61,52,57.0,Fail,57.0,21.0,reading score,writing score,2,0,1,5.8594024012523995,81.18883779532096,1,0,1,2.8762232440935804,0.5388286377030511
female,group C,high school,standard,none,61,73,63,65.66666666666667,Pass,65.66666666666667,41.333333333333336,reading score,math score,2,0,0,5.424018964542804,82.66303666622444,1,1,0,1.3467392666755111,0.6846693369408965
female,group B,high school,standard,completed,69,76,74,73.0,Pass,73.0,13.0,reading score,math score,2,1,0,16.418890159956597,92.83679508416311,1,1,2,2.1432640983167377,0.6916457283541916
male,group D,associate's degree,standard,completed,67,72,67,68.66666666666667,Pass,68.66666666666667,8.333333333333332,reading score,math score,4,1,0,18.841371356162842,94.5991521870572,1,0,1,0.608016956258856,0.7468073671899613
male,group D,some college,standard,none,79,73,67,73.0,Pass,73.0,36.0,math score,writing score,3,0,0,5.770988283290741,81.81030234458144,1,0,1,2.363793953108371,0.6793648432241307
female,group C,high school,standard,none,72,80,75,75.66666666666667,Pass,75.66666666666667,16.333333333333332,reading score,math score,2,0,0,4.612254743303792,81.80405443377649,1,0,0,1.8639189113244703,0.725868593324842
male,group B,some college,standard,none,62,61,57,60.0,Pass,60.0,7.0,math score,writing score,3,0,0,2.1902808416386637,83.68681760031548,1,0,0,1.3262636479936905,0.6461429182521553
female,group C,bachelor's degree,standard,completed,77,94,95,88.66666666666667,Pass,88.66666666666667,102.33333333333334,writing score,math score,5,1,0,18.158096465301952,96.39910442005034,0,1,1,0.0,0.9206666666666667
male,group D,high school,free/reduced,none,75,74,66,71.66666666666667,Pass,71.66666666666667,24.333333333333332,math score,writing score,2,0,1,4.326600213498573,81.23643724458218,1,0,1,2.8752712551083563,0.6415483188125181
male,group E,associate's degree,standard,none,87,74,76,79.0,Pass,79.0,49.0,math score,reading score,4,0,0,7.158456556295503,82.00012287538154,1,0,0,0.8599975424923694,0.8051083844114328
female,group B,bachelor's degree,standard,none,52,65,69,62.0,Pass,62.0,79.0,writing score,math score,5,0,0,7.634653818898223,86.06068522940302,1,0,3,3.2787862954119396,0.5514106725911677
male,group E,some college,standard,none,66,57,52,58.333333333333336,Fail,58.333333333333336,50.333333333333336,math score,writing score,3,0,0,4.414035293206668,82.56978852795862,1,0,2,3.3486042294408276,0.5218559789331575
female,group C,some college,standard,completed,63,78,80,73.66666666666667,Pass,73.66666666666667,86.33333333333334,writing score,math score,3,1,0,19.7110826619117,92.26344399485478,1,0,0,0.15473112010290435,0.8070499870165355
female,group C,associate's degree,standard,none,46,58,57,53.66666666666666,Fail,53.666666666666664,44.333333333333336,reading score,math score,4,0,0,8.15235460940476,82.0515898791581,1,0,1,1.858968202416838,0.5721442888195152
female,group C,some college,standard,none,59,71,70,66.66666666666667,Pass,66.66666666666667,44.33333333333333,reading score,math score,3,0,0,6.847178384296322,83.1208982202845,0,1,0,0.83758203559431,0.7200233277144183
female,group B,bachelor's degree,standard,none,61,72,70,67.66666666666667,Pass,67.66666666666667,34.333333333333336,reading score,math score,5,0,0,3.2836448008715813,86.7557536771299,1,1,0,0.0,0.7736666666666667
male,group A,associate's degree,standard,none,63,61,61,61.66666666666666,Pass,61.666666666666664,1.3333333333333335,math score,reading score,4,0,0,6.538233964248831,85.83052658509035,1,0,0,0.783389468298193,0.688041207966938
female,group C,some college,free/reduced,completed,42,66,69,59.0,Fail,59.0,219.0,writing score,math score,3,1,1,16.653777197605795,93.19723485183987,1,1,0,0.0,0.713
male,group D,some college,free/reduced,none,59,62,61,60.66666666666666,Pass,60.666666666666664,2.333333333333333,reading score,math score,3,0,1,2.5053974139404867,83.04338398321968,1,0,1,2.3391323203356063,0.59440486897403
female,group D,some college,standard,none,80,90,89,86.33333333333333,Pass,86.33333333333333,30.333333333333332,reading score,math score,3,0,0,7.183692691149405,81.75516915646773,0,0,0,1.3648966168706453,0.8283248555604045
female,group B,high school,standard,none,58,62,59,59.66666666666666,Fail,59.666666666666664,4.333333333333333,reading score,math score,2,0,0,3.955318642644933,82.0977456030852,1,0,1,2.858045087938296,0.5585076110609378
male,group B,some high school,standard,completed,85,84,78,82.33333333333333,Pass,82.33333333333333,14.333333333333332,math score,writing score,1,1,0,15.502453289962165,90.87997907896539,1,0,1,2.182400418420692,0.7547996349969115
female,group C,some college,standard,none,52,58,58,56.0,Fail,56.0,12.0,reading score,math score,3,0,0,5.157011366403339,83.32140584265073,0,0,1,2.3335718831469854,0.562047852401909
female,group D,some high school,free/reduced,none,27,34,32,31.0,Fail,31.0,13.0,reading score,math score,1,0,1,4.126153904549147,80.88872634787654,1,0,0,2.3822254730424692,0.3843384271894539
male,group C,some college,standard,none,59,60,58,59.0,Fail,59.0,1.0,reading score,writing score,3,0,0,7.665593858803949,82.2208973703511,1,0,2,3.355582052592978,0.5261340639963473
male,group A,bachelor's degree,free/reduced,completed,49,58,60,55.66666666666666,Fail,55.666666666666664,34.333333333333336,writing score,math score,5,1,1,19.8349628335774,92.97482637614188,0,1,0,0.0,0.6896666666666667
male,group C,high school,standard,completed,69,58,53,60.0,Pass,60.0,67.0,math score,writing score,2,1,0,14.885078961058603,91.6298368891778,1,0,0,0.6674032622164441,0.6828335909146983
male,group C,bachelor's degree,free/reduced,none,61,66,61,62.66666666666666,Pass,62.666666666666664,8.333333333333332,reading score,math score,5,0,1,5.459472144724064,82.98322417143876,1,0,0,0.34033551657122474,0.719714033751544
female,group A,some high school,free/reduced,none,44,64,58,55.333333333333336,Fail,55.333333333333336,105.33333333333331,reading score,math score,1,0,1,2.161834434455586,80.67689695082399,1,0,0,2.3864620609835203,0.5544358330566551
female,group D,some high school,standard,none,73,84,85,80.66666666666667,Pass,80.66666666666667,44.33333333333333,writing score,math score,1,0,0,4.293410262993488,81.48733615857955,1,0,2,4.370253276828409,0.6212956340565372
male,group E,some college,standard,none,84,77,71,77.33333333333333,Pass,77.33333333333333,42.33333333333333,math score,writing score,3,0,0,6.084682732178197,82.83231067071985,0,0,0,1.343353786585603,0.7665245345079873
female,group C,some college,free/reduced,completed,45,73,70,62.66666666666666,Pass,62.666666666666664,236.33333333333334,reading score,math score,3,1,1,19.515272006213817,93.09561529951505,0,1,1,0.6380876940096991,0.7031327854130712
male,group D,some high school,standard,none,74,74,72,73.33333333333333,Pass,73.33333333333333,1.3333333333333335,math score,writing score,1,0,0,2.9740676543871096,81.37361852873721,1,0,0,2.3725276294252557,0.6812118148550445
female,group D,some college,standard,completed,82,97,96,91.66666666666669,Pass,91.66666666666667,70.33333333333334,reading score,math score,3,1,0,16.499982291522848,94.48670670147206,1,0,0,0.11026586597055882,0.9355261718342069
female,group D,bachelor's degree,standard,none,59,70,73,67.33333333333333,Pass,67.33333333333333,54.33333333333334,writing score,math score,5,0,0,14.295324634636483,85.4135722467234,1,0,3,3.291728555065532,0.5880232762787151
male,group E,associate's degree,free/reduced,none,46,43,41,43.333333333333336,Fail,43.333333333333336,6.333333333333333,math score,writing score,4,0,1,9.029851875589195,85.24989528417669,0,0,1,1.7950020943164662,0.5033731055022873
female,group D,some high school,standard,none,80,90,82,84.0,Pass,84.0,28.0,reading score,math score,1,0,0,2.8056949848809563,80.82694102433668,1,0,0,2.3834611795132665,0.7552696130634178
female,group D,master's degree,free/reduced,completed,85,95,100,93.33333333333331,Pass,93.33333333333333,58.33333333333334,writing score,math score,6,1,1,23.16035038758289,94.83446374468375,1,0,0,0.0,0.9533333333333331
female,group A,some high school,standard,none,71,83,77,77.0,Pass,77.0,36.0,reading score,math score,1,0,0,2.783727069008292,80.90270372099457,1,0,0,2.3819459255801085,0.7063539946520855
male,group A,bachelor's degree,standard,none,66,64,62,64.0,Pass,64.0,4.0,math score,writing score,5,0,0,14.325304790450227,85.86253631336825,1,0,0,0.2827492737326349,0.7322542346268739
female,group B,associate's degree,standard,none,80,86,83,83.0,Pass,83.0,9.0,reading score,math score,4,0,0,8.392092816467928,84.7287667570204,0,0,1,1.8054246648595922,0.7804593591825988
male,group C,associate's degree,standard,completed,87,100,95,94.0,Pass,94.0,43.0,reading score,math score,4,1,0,14.86824097792551,93.26095773859781,1,1,1,0.1347808452280438,0.9504943129376198
male,group C,master's degree,free/reduced,none,79,81,71,77.0,Pass,77.0,28.0,reading score,writing score,6,0,1,17.815712521346395,83.79925954481978,1,0,0,0.0,0.839
female,group E,some high school,free/reduced,none,38,49,45,44.0,Fail,44.0,31.0,reading score,math score,1,0,1,3.1484901869278796,81.13239625646551,1,1,2,3.8773520748706893,0.3920776910442305
female,group A,some high school,free/reduced,none,38,43,43,41.333333333333336,Fail,41.333333333333336,8.333333333333332,reading score,math score,1,0,1,3.9038446814162397,80.62832586218876,1,1,0,1.887433482756225,0.48422577855685744
